LEVEL,DATE
20.56,16/12/2006
20.64,17/12/2006
20.71,18/12/2006
20.78,19/12/2006
20.86,20/12/2006
20.92,21/12/2006
20.97,22/12/2006
21.02,23/12/2006
21.07,24/12/2006
21.11,25/12/2006
21.16,26/12/2006
21.21,27/12/2006
21.25,28/12/2006
21.31,29/12/2006
21.36,30/12/2006
21.40,31/12/2006
21.43,01/01/2007
21.46,02/01/2007
21.51,03/01/2007
21.57,04/01/2007
21.65,05/01/2007
21.71,06/01/2007
21.77,07/01/2007
21.84,08/01/2007
21.89,09/01/2007
21.95,10/01/2007
22.02,11/01/2007
22.09,12/01/2007
22.15,13/01/2007
22.22,14/01/2007
22.29,15/01/2007
22.35,16/01/2007
22.41,17/01/2007
22.48,18/01/2007
22.52,19/01/2007
22.59,20/01/2007
22.67,21/01/2007
22.75,22/01/2007
22.84,23/01/2007
22.90,24/01/2007
22.96,25/01/2007
23.01,26/01/2007
23.06,27/01/2007
23.10,28/01/2007
23.14,29/01/2007
23.19,30/01/2007
23.23,31/01/2007
23.26,01/02/2007
23.29,02/02/2007
23.32,03/02/2007
23.35,04/02/2007
23.39,05/02/2007
23.41,06/02/2007
23.43,07/02/2007
23.44,08/02/2007
23.45,09/02/2007
23.47,10/02/2007
23.49,11/02/2007
23.52,12/02/2007
23.54,13/02/2007
23.56,14/02/2007
23.57,15/02/2007
23.57,16/02/2007
23.56,17/02/2007
23.54,18/02/2007
23.52,19/02/2007
23.50,20/02/2007
23.47,21/02/2007
23.43,22/02/2007
23.41,23/02/2007
23.42,24/02/2007
23.43,25/02/2007
23.45,26/02/2007
23.47,27/02/2007
23.47,28/02/2007
23.47,01/03/2007
23.46,02/03/2007
23.45,03/03/2007
23.44,04/03/2007
23.44,05/03/2007
23.45,06/03/2007
23.46,07/03/2007
23.47,08/03/2007
23.48,09/03/2007
23.48,10/03/2007
23.48,11/03/2007
23.48,12/03/2007
23.47,13/03/2007
23.49,14/03/2007
23.50,15/03/2007
23.50,16/03/2007
23.50,17/03/2007
23.51,18/03/2007
23.52,19/03/2007
23.54,20/03/2007
23.60,21/03/2007
23.65,22/03/2007
23.68,23/03/2007
23.72,24/03/2007
23.76,25/03/2007
23.81,26/03/2007
23.89,27/03/2007
23.94,28/03/2007
24.00,29/03/2007
24.04,30/03/2007
24.10,31/03/2007
24.16,01/04/2007
24.23,02/04/2007
24.29,03/04/2007
24.36,04/04/2007
24.41,05/04/2007
24.47,06/04/2007
24.54,07/04/2007
24.61,08/04/2007
24.69,09/04/2007
24.79,10/04/2007
24.87,11/04/2007
24.96,12/04/2007
25.06,13/04/2007
25.13,14/04/2007
25.21,15/04/2007
25.29,16/04/2007
25.40,17/04/2007
25.47,18/04/2007
25.55,19/04/2007
25.60,20/04/2007
25.68,21/04/2007
25.76,22/04/2007
25.85,23/04/2007
25.91,24/04/2007
25.98,25/04/2007
26.02,26/04/2007
26.08,27/04/2007
26.14,28/04/2007
26.19,29/04/2007
26.24,30/04/2007
26.30,01/05/2007
26.36,02/05/2007
26.41,03/05/2007
26.45,04/05/2007
26.50,05/05/2007
26.56,06/05/2007
26.62,07/05/2007
26.69,08/05/2007
26.75,09/05/2007
26.81,10/05/2007
26.87,11/05/2007
26.92,12/05/2007
26.97,13/05/2007
27.01,14/05/2007
27.07,15/05/2007
27.12,16/05/2007
27.17,17/05/2007
27.20,18/05/2007
27.25,19/05/2007
27.30,20/05/2007
27.34,21/05/2007
27.40,22/05/2007
27.44,23/05/2007
27.48,24/05/2007
27.53,25/05/2007
27.58,26/05/2007
27.62,27/05/2007
27.66,28/05/2007
27.70,29/05/2007
27.72,30/05/2007
27.76,31/05/2007
27.81,01/06/2007
27.85,02/06/2007
27.88,03/06/2007
27.91,04/06/2007
27.93,05/06/2007
27.95,06/06/2007
27.98,07/06/2007
28.00,08/06/2007
28.01,09/06/2007
28.02,10/06/2007
28.03,11/06/2007
28.06,12/06/2007
28.08,13/06/2007
28.09,14/06/2007
28.11,15/06/2007
28.12,16/06/2007
28.13,17/06/2007
28.14,18/06/2007
28.16,19/06/2007
28.17,20/06/2007
28.18,21/06/2007
28.18,22/06/2007
28.18,23/06/2007
28.17,24/06/2007
28.16,25/06/2007
28.16,26/06/2007
28.14,27/06/2007
28.13,28/06/2007
28.11,29/06/2007
28.10,30/06/2007
28.09,01/07/2007
28.07,02/07/2007
28.05,03/07/2007
28.02,04/07/2007
28.01,05/07/2007
28.00,06/07/2007
27.99,07/07/2007
27.97,08/07/2007
27.95,09/07/2007
27.93,10/07/2007
27.92,11/07/2007
27.90,12/07/2007
27.89,13/07/2007
27.87,14/07/2007
27.85,15/07/2007
27.82,16/07/2007
27.80,17/07/2007
27.78,18/07/2007
27.75,19/07/2007
27.72,20/07/2007
27.70,21/07/2007
27.67,22/07/2007
27.64,23/07/2007
27.61,24/07/2007
27.57,25/07/2007
27.54,26/07/2007
27.49,27/07/2007
27.46,28/07/2007
27.43,29/07/2007
27.39,30/07/2007
27.33,31/07/2007
27.29,01/08/2007
27.22,02/08/2007
27.18,03/08/2007
27.13,04/08/2007
27.08,05/08/2007
27.02,06/08/2007
26.96,07/08/2007
26.89,08/08/2007
26.83,09/08/2007
26.75,10/08/2007
26.67,11/08/2007
26.59,12/08/2007
26.50,13/08/2007
26.43,14/08/2007
26.33,15/08/2007
26.23,16/08/2007
26.14,17/08/2007
26.04,18/08/2007
25.94,19/08/2007
25.82,20/08/2007
25.70,21/08/2007
25.57,22/08/2007
25.44,23/08/2007
25.34,24/08/2007
25.20,25/08/2007
25.06,26/08/2007
24.91,27/08/2007
24.77,28/08/2007
24.60,29/08/2007
24.46,30/08/2007
24.30,31/08/2007
24.15,01/09/2007
23.99,02/09/2007
23.83,03/09/2007
23.66,04/09/2007
23.49,05/09/2007
23.32,06/09/2007
23.15,07/09/2007
22.98,08/09/2007
22.80,09/09/2007
22.61,10/09/2007
22.46,11/09/2007
22.28,12/09/2007
22.11,13/09/2007
21.95,14/09/2007
21.79,15/09/2007
21.63,16/09/2007
21.48,17/09/2007
21.31,18/09/2007
21.16,19/09/2007
21.02,20/09/2007
20.87,21/09/2007
20.72,22/09/2007
20.57,23/09/2007
20.41,24/09/2007
20.26,25/09/2007
20.12,26/09/2007
19.97,27/09/2007
19.85,28/09/2007
19.72,29/09/2007
19.59,30/09/2007
19.45,01/10/2007
19.33,02/10/2007
19.21,03/10/2007
19.08,04/10/2007
18.96,05/10/2007
18.84,06/10/2007
18.72,07/10/2007
18.61,08/10/2007
18.51,09/10/2007
18.41,10/10/2007
18.33,11/10/2007
18.28,12/10/2007
18.23,13/10/2007
18.19,14/10/2007
18.15,15/10/2007
18.10,16/10/2007
18.08,17/10/2007
18.05,18/10/2007
18.01,19/10/2007
17.96,20/10/2007
17.92,21/10/2007
17.88,22/10/2007
17.84,23/10/2007
17.80,24/10/2007
17.77,25/10/2007
17.74,26/10/2007
17.74,27/10/2007
17.74,28/10/2007
17.75,29/10/2007
17.77,30/10/2007
17.81,31/10/2007
17.87,01/11/2007
17.93,02/11/2007
17.97,03/11/2007
18.02,04/11/2007
18.07,05/11/2007
18.14,06/11/2007
18.19,07/11/2007
18.25,08/11/2007
18.33,09/11/2007
18.39,10/11/2007
18.45,11/11/2007
18.52,12/11/2007
18.57,13/11/2007
18.62,14/11/2007
18.68,15/11/2007
18.74,16/11/2007
18.77,17/11/2007
18.81,18/11/2007
18.85,19/11/2007
18.87,20/11/2007
18.88,21/11/2007
18.89,22/11/2007
18.91,23/11/2007
18.93,24/11/2007
18.95,25/11/2007
18.98,26/11/2007
19.02,27/11/2007
19.07,28/11/2007
19.14,29/11/2007
19.20,30/11/2007
19.26,01/12/2007
19.33,02/12/2007
19.40,03/12/2007
19.51,04/12/2007
19.59,05/12/2007
19.67,06/12/2007
19.77,07/12/2007
19.86,08/12/2007
19.96,09/12/2007
20.06,10/12/2007
20.15,11/12/2007
20.22,12/12/2007
20.36,13/12/2007
20.44,14/12/2007
20.52,15/12/2007
20.59,16/12/2007
20.66,17/12/2007
20.71,18/12/2007
20.77,19/12/2007
20.82,20/12/2007
20.85,21/12/2007
20.89,22/12/2007
20.94,23/12/2007
20.99,24/12/2007
21.05,25/12/2007
21.11,26/12/2007
21.17,27/12/2007
21.21,28/12/2007
21.27,29/12/2007
21.34,30/12/2007
21.41,31/12/2007
21.49,01/01/2008
21.57,02/01/2008
21.64,03/01/2008
21.73,04/01/2008
21.82,05/01/2008
21.91,06/01/2008
21.99,07/01/2008
22.06,08/01/2008
22.14,09/01/2008
22.23,10/01/2008
22.31,11/01/2008
22.39,12/01/2008
22.47,13/01/2008
22.54,14/01/2008
22.67,15/01/2008
22.82,16/01/2008
22.92,17/01/2008
23.01,18/01/2008
23.09,19/01/2008
23.17,20/01/2008
23.24,21/01/2008
23.32,22/01/2008
23.38,23/01/2008
23.44,24/01/2008
23.52,25/01/2008
23.59,26/01/2008
23.65,27/01/2008
23.71,28/01/2008
23.75,29/01/2008
23.78,30/01/2008
23.81,31/01/2008
23.86,01/02/2008
23.91,02/02/2008
23.95,03/02/2008
23.99,04/02/2008
24.02,05/02/2008
24.06,06/02/2008
24.09,07/02/2008
24.12,08/02/2008
24.15,09/02/2008
24.17,10/02/2008
24.19,11/02/2008
24.22,12/02/2008
24.24,13/02/2008
24.31,14/02/2008
24.35,15/02/2008
24.37,16/02/2008
24.39,17/02/2008
24.40,18/02/2008
24.44,19/02/2008
24.49,20/02/2008
24.56,21/02/2008
24.61,22/02/2008
24.66,23/02/2008
24.71,24/02/2008
24.77,25/02/2008
24.81,26/02/2008
24.87,27/02/2008
24.92,28/02/2008
24.99,29/02/2008
25.05,01/03/2008
25.10,02/03/2008
25.15,03/03/2008
25.20,04/03/2008
25.26,05/03/2008
25.34,06/03/2008
25.39,07/03/2008
25.43,08/03/2008
25.47,09/03/2008
25.50,10/03/2008
25.57,11/03/2008
25.61,12/03/2008
25.63,13/03/2008
25.68,14/03/2008
25.73,15/03/2008
25.79,16/03/2008
25.85,17/03/2008
25.88,18/03/2008
25.90,19/03/2008
25.92,20/03/2008
25.96,21/03/2008
26.00,22/03/2008
26.05,23/03/2008
26.11,24/03/2008
26.16,25/03/2008
26.21,26/03/2008
26.24,27/03/2008
26.27,28/03/2008
26.30,29/03/2008
26.34,30/03/2008
26.38,31/03/2008
26.41,01/04/2008
26.44,02/04/2008
26.46,03/04/2008
26.47,04/04/2008
26.50,05/04/2008
26.53,06/04/2008
26.57,07/04/2008
26.59,08/04/2008
26.60,09/04/2008
26.61,10/04/2008
26.63,11/04/2008
26.65,12/04/2008
26.67,13/04/2008
26.70,14/04/2008
26.71,15/04/2008
26.71,16/04/2008
26.73,17/04/2008
26.75,18/04/2008
26.77,19/04/2008
26.79,20/04/2008
26.80,21/04/2008
26.81,22/04/2008
26.82,23/04/2008
26.83,24/04/2008
26.85,25/04/2008
26.88,26/04/2008
26.91,27/04/2008
26.95,28/04/2008
26.97,29/04/2008
27.00,30/04/2008
27.03,01/05/2008
27.07,02/05/2008
27.10,03/05/2008
27.14,04/05/2008
27.18,05/05/2008
27.22,06/05/2008
27.27,07/05/2008
27.32,08/05/2008
27.37,09/05/2008
27.41,10/05/2008
27.46,11/05/2008
27.51,12/05/2008
27.55,13/05/2008
27.58,14/05/2008
27.61,15/05/2008
27.64,16/05/2008
27.68,17/05/2008
27.72,18/05/2008
27.77,19/05/2008
27.83,20/05/2008
27.86,21/05/2008
27.88,22/05/2008
27.90,23/05/2008
27.94,24/05/2008
27.98,25/05/2008
28.01,26/05/2008
28.04,27/05/2008
28.07,28/05/2008
28.09,29/05/2008
28.12,30/05/2008
28.16,31/05/2008
28.20,01/06/2008
28.23,02/06/2008
28.28,03/06/2008
28.30,04/06/2008
28.33,05/06/2008
28.37,06/06/2008
28.39,07/06/2008
28.41,08/06/2008
28.42,09/06/2008
28.46,10/06/2008
28.48,11/06/2008
28.52,12/06/2008
28.55,13/06/2008
28.56,14/06/2008
28.57,15/06/2008
28.57,16/06/2008
28.59,17/06/2008
28.61,18/06/2008
28.62,19/06/2008
28.62,20/06/2008
28.62,21/06/2008
28.62,22/06/2008
28.62,23/06/2008
28.62,24/06/2008
28.61,25/06/2008
28.60,26/06/2008
28.60,27/06/2008
28.59,28/06/2008
28.58,29/06/2008
28.57,30/06/2008
28.53,01/07/2008
28.51,02/07/2008
28.48,03/07/2008
28.43,04/07/2008
28.41,05/07/2008
28.39,06/07/2008
28.38,07/07/2008
28.35,08/07/2008
28.31,09/07/2008
28.27,10/07/2008
28.24,11/07/2008
28.21,12/07/2008
28.17,13/07/2008
28.13,14/07/2008
28.07,15/07/2008
28.03,16/07/2008
27.99,17/07/2008
27.94,18/07/2008
27.89,19/07/2008
27.84,20/07/2008
27.78,21/07/2008
27.74,22/07/2008
27.69,23/07/2008
27.63,24/07/2008
27.56,25/07/2008
27.52,26/07/2008
27.48,27/07/2008
27.43,28/07/2008
27.39,29/07/2008
27.35,30/07/2008
27.28,31/07/2008
27.21,01/08/2008
27.15,02/08/2008
27.00,03/08/2008
27.02,04/08/2008
26.97,05/08/2008
26.91,06/08/2008
26.84,07/08/2008
26.76,08/08/2008
26.69,09/08/2008
26.61,10/08/2008
26.53,11/08/2008
26.47,12/08/2008
26.39,13/08/2008
26.29,14/08/2008
26.20,15/08/2008
26.12,16/08/2008
26.03,17/08/2008
25.94,18/08/2008
25.86,19/08/2008
25.76,20/08/2008
25.67,21/08/2008
25.56,22/08/2008
25.46,23/08/2008
25.35,24/08/2008
25.24,25/08/2008
25.13,26/08/2008
25.04,27/08/2008
24.90,28/08/2008
24.78,29/08/2008
24.65,30/08/2008
24.52,31/08/2008
24.38,01/09/2008
24.28,02/09/2008
24.14,03/09/2008
24.01,04/09/2008
23.86,05/09/2008
23.71,06/09/2008
23.55,07/09/2008
23.39,08/09/2008
23.22,09/09/2008
23.04,10/09/2008
22.87,11/09/2008
22.69,12/09/2008
22.49,13/09/2008
22.28,14/09/2008
22.07,15/09/2008
21.89,16/09/2008
21.69,17/09/2008
21.50,18/09/2008
21.32,19/09/2008
21.16,20/09/2008
20.99,21/09/2008
20.82,22/09/2008
20.65,23/09/2008
20.52,24/09/2008
20.41,25/09/2008
20.26,26/09/2008
20.16,27/09/2008
20.06,28/09/2008
19.95,29/09/2008
19.86,30/09/2008
19.78,01/10/2008
19.73,02/10/2008
19.64,03/10/2008
19.59,04/10/2008
19.53,05/10/2008
19.47,06/10/2008
19.42,07/10/2008
19.38,08/10/2008
19.33,09/10/2008
19.27,10/10/2008
19.21,11/10/2008
19.15,12/10/2008
19.08,13/10/2008
19.02,14/10/2008
18.95,15/10/2008
18.90,16/10/2008
18.83,17/10/2008
18.76,18/10/2008
18.70,19/10/2008
18.64,20/10/2008
18.59,21/10/2008
18.53,22/10/2008
18.49,23/10/2008
18.47,24/10/2008
18.46,25/10/2008
18.45,26/10/2008
18.44,27/10/2008
18.43,28/10/2008
18.43,29/10/2008
18.45,30/10/2008
18.48,31/10/2008
18.50,01/11/2008
18.53,02/11/2008
18.56,03/11/2008
18.60,04/11/2008
18.61,05/11/2008
18.64,06/11/2008
18.67,07/11/2008
18.69,08/11/2008
18.71,09/11/2008
18.74,10/11/2008
18.76,11/11/2008
18.79,12/11/2008
18.81,13/11/2008
18.87,14/11/2008
18.92,15/11/2008
18.97,16/11/2008
19.03,17/11/2008
19.11,18/11/2008
19.19,19/11/2008
19.27,20/11/2008
19.36,21/11/2008
19.41,22/11/2008
19.46,23/11/2008
19.52,24/11/2008
19.56,25/11/2008
19.62,26/11/2008
19.67,27/11/2008
19.73,28/11/2008
19.78,29/11/2008
19.83,30/11/2008
19.89,01/12/2008
19.94,02/12/2008
19.99,03/12/2008
20.08,04/12/2008
20.16,05/12/2008
20.22,06/12/2008
20.29,07/12/2008
20.36,08/12/2008
20.44,09/12/2008
20.54,10/12/2008
20.60,11/12/2008
20.66,12/12/2008
20.74,13/12/2008
20.82,14/12/2008
20.91,15/12/2008
21.00,16/12/2008
21.08,17/12/2008
21.19,18/12/2008
21.29,19/12/2008
21.38,20/12/2008
21.48,21/12/2008
21.58,22/12/2008
21.69,23/12/2008
21.78,24/12/2008
21.86,25/12/2008
21.94,26/12/2008
22.01,27/12/2008
22.08,28/12/2008
22.14,29/12/2008
22.23,30/12/2008
22.33,31/12/2008
22.43,01/01/2009
22.54,02/01/2009
22.63,03/01/2009
22.72,04/01/2009
22.82,05/01/2009
22.90,06/01/2009
22.95,07/01/2009
23.00,08/01/2009
23.05,09/01/2009
23.11,10/01/2009
23.17,11/01/2009
23.24,12/01/2009
23.30,13/01/2009
23.37,14/01/2009
23.43,15/01/2009
23.50,16/01/2009
23.56,17/01/2009
23.63,18/01/2009
23.70,19/01/2009
23.77,20/01/2009
23.86,21/01/2009
23.92,22/01/2009
23.99,23/01/2009
24.05,24/01/2009
24.12,25/01/2009
24.19,26/01/2009
24.29,27/01/2009
24.37,28/01/2009
24.46,29/01/2009
24.57,30/01/2009
24.65,31/01/2009
24.73,01/02/2009
24.82,02/02/2009
24.90,03/02/2009
24.99,04/02/2009
25.06,05/02/2009
25.14,06/02/2009
25.22,07/02/2009
25.31,08/02/2009
25.40,09/02/2009
25.49,10/02/2009
25.55,11/02/2009
25.60,12/02/2009
25.63,13/02/2009
25.69,14/02/2009
25.75,15/02/2009
25.80,16/02/2009
25.85,17/02/2009
25.88,18/02/2009
25.90,19/02/2009
25.94,20/02/2009
25.99,21/02/2009
26.04,22/02/2009
26.09,23/02/2009
26.13,24/02/2009
26.17,25/02/2009
26.19,26/02/2009
26.21,27/02/2009
26.24,28/02/2009
26.27,01/03/2009
26.29,02/03/2009
26.32,03/03/2009
26.36,04/03/2009
26.40,05/03/2009
26.42,06/03/2009
26.44,07/03/2009
26.47,08/03/2009
26.50,09/03/2009
26.54,10/03/2009
26.59,11/03/2009
26.62,12/03/2009
26.66,13/03/2009
26.69,14/03/2009
26.73,15/03/2009
26.77,16/03/2009
26.81,17/03/2009
26.84,18/03/2009
26.89,19/03/2009
26.94,20/03/2009
26.99,21/03/2009
27.04,22/03/2009
27.08,23/03/2009
27.12,24/03/2009
27.16,25/03/2009
27.19,26/03/2009
27.23,27/03/2009
27.29,28/03/2009
27.35,29/03/2009
27.40,30/03/2009
27.46,31/03/2009
27.51,01/04/2009
27.56,02/04/2009
27.61,03/04/2009
27.65,04/04/2009
27.68,05/04/2009
27.71,06/04/2009
27.76,07/04/2009
27.82,08/04/2009
27.86,09/04/2009
27.91,10/04/2009
27.96,11/04/2009
28.00,12/04/2009
28.04,13/04/2009
28.10,14/04/2009
28.16,15/04/2009
28.19,16/04/2009
28.24,17/04/2009
28.30,18/04/2009
28.35,19/04/2009
28.39,20/04/2009
28.42,21/04/2009
28.46,22/04/2009
28.49,23/04/2009
28.52,24/04/2009
28.55,25/04/2009
28.58,26/04/2009
28.60,27/04/2009
28.63,28/04/2009
28.65,29/04/2009
28.68,30/04/2009
28.72,01/05/2009
28.75,02/05/2009
28.78,03/05/2009
28.80,04/05/2009
28.83,05/05/2009
28.85,06/05/2009
28.86,07/05/2009
28.88,08/05/2009
28.91,09/05/2009
28.93,10/05/2009
28.95,11/05/2009
28.97,12/05/2009
29.00,13/05/2009
29.03,14/05/2009
29.04,15/05/2009
29.05,16/05/2009
29.06,17/05/2009
29.07,18/05/2009
29.08,19/05/2009
29.09,20/05/2009
29.10,21/05/2009
29.10,22/05/2009
29.11,23/05/2009
29.11,24/05/2009
29.11,25/05/2009
29.11,26/05/2009
29.11,27/05/2009
29.11,28/05/2009
29.12,29/05/2009
29.13,30/05/2009
29.15,01/06/2009
29.16,02/06/2009
29.16,03/06/2009
29.16,04/06/2009
29.17,05/06/2009
29.19,06/06/2009
29.21,07/06/2009
29.24,08/06/2009
29.26,09/06/2009
29.28,10/06/2009
29.30,11/06/2009
29.32,12/06/2009
29.36,13/06/2009
29.41,14/06/2009
29.46,15/06/2009
29.50,16/06/2009
29.53,17/06/2009
29.56,18/06/2009
29.60,19/06/2009
29.62,20/06/2009
29.64,21/06/2009
29.65,22/06/2009
29.67,23/06/2009
29.69,24/06/2009
29.71,25/06/2009
29.72,26/06/2009
29.73,27/06/2009
29.74,28/06/2009
29.75,29/06/2009
29.76,30/06/2009
29.77,01/07/2009
29.77,02/07/2009
29.75,03/07/2009
29.75,04/07/2009
29.74,05/07/2009
29.73,06/07/2009
29.71,07/07/2009
29.70,08/07/2009
29.69,09/07/2009
29.68,10/07/2009
29.67,11/07/2009
29.65,12/07/2009
29.63,13/07/2009
29.60,14/07/2009
29.56,15/07/2009
29.53,16/07/2009
29.51,17/07/2009
29.49,18/07/2009
29.47,19/07/2009
29.44,20/07/2009
29.42,21/07/2009
29.38,22/07/2009
29.34,23/07/2009
29.29,24/07/2009
29.26,25/07/2009
29.22,26/07/2009
29.18,27/07/2009
29.14,28/07/2009
29.10,29/07/2009
29.05,30/07/2009
29.00,31/07/2009
28.96,01/08/2009
28.91,02/08/2009
28.86,03/08/2009
28.80,04/08/2009
28.74,05/08/2009
28.70,06/08/2009
28.63,07/08/2009
28.57,08/08/2009
28.51,09/08/2009
28.44,10/08/2009
28.39,11/08/2009
28.32,12/08/2009
28.23,13/08/2009
28.17,14/08/2009
28.10,15/08/2009
28.03,16/08/2009
27.95,17/08/2009
27.87,18/08/2009
27.80,19/08/2009
27.71,20/08/2009
27.62,21/08/2009
27.55,22/08/2009
27.47,23/08/2009
27.39,24/08/2009
27.29,25/08/2009
27.19,26/08/2009
27.10,27/08/2009
27.04,28/08/2009
26.96,29/08/2009
26.88,30/08/2009
26.79,31/08/2009
26.71,01/09/2009
26.59,02/09/2009
26.49,03/09/2009
26.38,04/09/2009
26.27,05/09/2009
26.15,06/09/2009
26.02,07/09/2009
25.89,08/09/2009
25.76,09/09/2009
25.64,10/09/2009
25.50,11/09/2009
25.37,12/09/2009
25.23,13/09/2009
25.09,14/09/2009
25.92,15/09/2009
24.76,16/09/2009
24.62,17/09/2009
24.46,18/09/2009
24.29,19/09/2009
24.11,20/09/2009
23.91,21/09/2009
23.74,22/09/2009
23.55,23/09/2009
23.35,24/09/2009
23.14,25/09/2009
22.06,26/09/2009
22.76,27/09/2009
22.57,28/09/2009
22.33,29/09/2009
22.09,30/09/2009
21.84,01/10/2009
21.62,02/10/2009
21.40,03/10/2009
21.16,04/10/2009
20.91,05/10/2009
20.66,06/10/2009
20.40,07/10/2009
20.21,08/10/2009
20.01,09/10/2009
19.81,10/10/2009
19.60,11/10/2009
19.42,12/10/2009
19.23,13/10/2009
19.05,14/10/2009
18.91,15/10/2009
18.79,16/10/2009
18.66,17/10/2009
18.53,18/10/2009
18.41,19/10/2009
18.32,20/10/2009
18.26,21/10/2009
18.22,22/10/2009
18.16,23/10/2009
18.09,24/10/2009
18.02,25/10/2009
17.96,26/10/2009
17.89,27/10/2009
17.83,28/10/2009
17.79,29/10/2009
17.76,30/10/2009
17.74,31/10/2009
17.74,01/11/2009
17.74,02/11/2009
17.74,03/11/2009
17.73,04/11/2009
17.73,05/11/2009
17.75,06/11/2009
17.74,07/11/2009
17.73,08/11/2009
17.71,09/11/2009
17.67,10/11/2009
17.63,11/11/2009
17.60,12/11/2009
17.56,13/11/2009
17.52,14/11/2009
17.46,15/11/2009
17.43,16/11/2009
17.37,17/11/2009
17.30,18/11/2009
17.21,19/11/2009
17.08,20/11/2009
16.94,21/11/2009
16.80,22/11/2009
16.65,23/11/2009
16.51,24/11/2009
16.39,25/11/2009
16.27,26/11/2009
16.19,27/11/2009
16.12,28/11/2009
16.05,29/11/2009
15.99,30/11/2009
15.94,01/12/2009
15.89,02/12/2009
15.86,03/12/2009
15.86,04/12/2009
15.90,05/12/2009
15.96,06/12/2009
16.03,07/12/2009
16.13,08/12/2009
16.25,09/12/2009
16.32,10/12/2009
16.51,11/12/2009
16.69,12/12/2009
16.87,13/12/2009
17.06,14/12/2009
17.23,15/12/2009
17.39,16/12/2009
17.64,17/12/2009
17.83,18/12/2009
18.00,19/12/2009
18.17,20/12/2009
18.35,21/12/2009
18.60,22/12/2009
18.76,23/12/2009
18.96,24/12/2009
19.10,25/12/2009
19.24,26/12/2009
19.36,27/12/2009
19.46,28/12/2009
19.68,29/12/2009
19.84,30/12/2009
19.97,31/12/2009
20.10,01/01/2010
20.22,02/01/2010
20.34,03/01/2010
20.43,04/01/2010
20.54,05/01/2010
20.64,06/01/2010
20.73,07/01/2010
20.81,08/01/2010
20.95,10/01/2010
21.01,11/01/2010
21.04,12/01/2010
21.08,13/01/2010
21.13,14/01/2010
21.18,15/01/2010
21.23,16/01/2010
21.28,17/01/2010
21.32,18/01/2010
21.34,19/01/2010
21.36,20/01/2010
21.40,21/01/2010
21.44,22/01/2010
21.48,23/01/2010
21.51,24/01/2010
21.54,25/01/2010
21.59,26/01/2010
21.62,27/01/2010
21.66,28/01/2010
21.70,29/01/2010
21.74,30/01/2010
21.79,31/01/2010
21.84,01/02/2010
21.90,02/02/2010
21.95,03/02/2010
22.01,04/02/2010
22.05,05/02/2010
22.09,06/02/2010
22.14,07/02/2010
22.19,08/02/2010
22.22,09/02/2010
22.29,10/02/2010
22.38,11/02/2010
22.44,12/02/2010
22.49,13/02/2010
22.53,14/02/2010
22.57,15/02/2010
22.60,16/02/2010
22.63,17/02/2010
22.65,18/02/2010
22.67,19/02/2010
22.71,20/02/2010
22.76,21/02/2010
22.81,22/02/2010
22.87,23/02/2010
22.91,24/02/2010
22.95,25/02/2010
23.00,26/02/2010
23.04,27/02/2010
23.07,28/02/2010
23.10,01/03/2010
23.14,02/03/2010
23.17,03/03/2010
23.19,04/03/2010
23.21,05/03/2010
23.24,06/03/2010
23.28,07/03/2010
23.32,08/03/2010
23.35,09/03/2010
23.39,10/03/2010
23.41,11/03/2010
23.43,12/03/2010
23.45,13/03/2010
23.47,14/03/2010
23.50,15/03/2010
23.51,16/03/2010
23.55,17/03/2010
23.59,18/03/2010
23.62,19/03/2010
23.67,20/03/2010
23.72,21/03/2010
23.78,22/03/2010
23.81,23/03/2010
23.83,24/03/2010
23.84,25/03/2010
23.87,26/03/2010
23.91,27/03/2010
23.96,28/03/2010
24.01,29/03/2010
24.06,30/03/2010
24.09,31/03/2010
24.17,01/04/2010
24.24,02/04/2010
24.31,03/04/2010
24.37,04/04/2010
24.42,05/04/2010
24.50,06/04/2010
24.59,07/04/2010
24.70,08/04/2010
24.76,09/04/2010
24.82,10/04/2010
24.88,11/04/2010
24.95,12/04/2010
25.01,13/04/2010
25.06,14/04/2010
25.12,15/04/2010
25.24,16/04/2010
24.33,17/04/2010
25.42,18/04/2010
25.50,19/04/2010
25.57,20/04/2010
25.68,21/04/2010
25.80,22/04/2010
25.93,23/04/2010
25.99,24/04/2010
26.05,25/04/2010
26.12,26/04/2010
26.23,27/04/2010
26.32,28/04/2010
26.39,29/04/2010
26.50,30/04/2010
26.57,01/05/2010
26.64,02/05/2010
26.72,03/05/2010
26.79,04/05/2010
26.85,05/05/2010
26.93,06/05/2010
26.99,07/05/2010
27.04,08/05/2010
27.10,09/05/2010
27.16,10/05/2010
27.20,11/05/2010
27.25,12/05/2010
27.31,13/05/2010
27.36,14/05/2010
27.41,15/05/2010
27.45,16/05/2010
27.49,17/05/2010
27.52,18/05/2010
27.56,19/05/2010
27.59,20/05/2010
27.62,21/05/2010
27.65,22/05/2010
27.68,23/05/2010
27.70,24/05/2010
27.72,25/05/2010
27.74,26/05/2010
27.75,27/05/2010
27.76,28/05/2010
27.78,29/05/2010
27.81,30/05/2010
27.84,31/05/2010
27.87,01/06/2010
27.89,02/06/2010
27.90,03/06/2010
27.90,04/06/2010
27.91,05/06/2010
27.92,06/06/2010
27.93,07/06/2010
27.93,08/06/2010
27.93,09/06/2010
27.94,10/06/2010
